guid,Payment Due,Adjusted Payment Received
664A38F3-2753-C9BD-6CAB-289CBEF9C299,2/18/23,2/18/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,3/18/23,3/18/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,4/18/23,4/18/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,5/18/23,5/18/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,6/18/23,6/18/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,7/18/23,7/18/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,8/18/23,8/18/23
664A38F3-2753-C9BD-6CAB-289CBEF9C299,9/18/23,9/18/23
66E476B8-E4E4-781B-5C8D-448988515DA2,12/19/22,12/22/22
66E476B8-E4E4-781B-5C8D-448988515DA2,2/19/23,2/23/23
66E476B8-E4E4-781B-5C8D-448988515DA2,4/19/23,4/23/23
66E476B8-E4E4-781B-5C8D-448988515DA2,3/19/23,3/24/23
66E476B8-E4E4-781B-5C8D-448988515DA2,5/19/23,5/24/23
66E476B8-E4E4-781B-5C8D-448988515DA2,9/19/23,9/24/23
66E476B8-E4E4-781B-5C8D-448988515DA2,6/19/23,6/26/23
66E476B8-E4E4-781B-5C8D-448988515DA2,8/19/23,8/26/23
66E476B8-E4E4-781B-5C8D-448988515DA2,1/19/23,1/28/23
66E476B8-E4E4-781B-5C8D-448988515DA2,7/19/23,7/28/23
66E476B8-E4E4-781B-5C8D-448988515DA2,10/19/23,10/29/23
66E476B8-E4E4-781B-5C8D-448988515DA2,11/19/23,11/29/23
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,10/8/23,10/8/23
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,9/8/23,9/10/23
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,6/8/23,6/13/23
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,4/8/24,4/14/24
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,5/8/24,5/16/24
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,7/8/23,7/17/23
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,12/8/23,12/17/23
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,2/8/24,2/17/24
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,3/8/24,3/17/24
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,8/8/23,8/18/23
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,11/8/23,11/18/23
66EF2D19-ED6D-5A54-BA4F-5637E6E2EEC5,1/8/24,1/18/24
677E3862-E257-FEA8-B876-64125C71FAB2,7/28/23,7/30/23
677E3862-E257-FEA8-B876-64125C71FAB2,11/28/23,11/30/23
677E3862-E257-FEA8-B876-64125C71FAB2,2/28/23,3/3/23
677E3862-E257-FEA8-B876-64125C71FAB2,5/28/23,5/31/23
677E3862-E257-FEA8-B876-64125C71FAB2,1/30/23,2/5/23
677E3862-E257-FEA8-B876-64125C71FAB2,6/28/23,7/4/23
677E3862-E257-FEA8-B876-64125C71FAB2,12/30/22,1/6/23
677E3862-E257-FEA8-B876-64125C71FAB2,4/28/23,5/5/23
677E3862-E257-FEA8-B876-64125C71FAB2,9/28/23,10/5/23
677E3862-E257-FEA8-B876-64125C71FAB2,3/28/23,4/6/23
677E3862-E257-FEA8-B876-64125C71FAB2,10/28/23,11/7/23
677E3862-E257-FEA8-B876-64125C71FAB2,8/28/23,9/8/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,1/9/24,1/11/24
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,3/9/24,3/11/24
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,8/9/23,8/12/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,10/9/23,10/12/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,12/9/23,12/12/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,9/9/23,9/14/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,6/9/23,6/15/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,7/9/23,7/17/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,11/9/23,11/17/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,2/9/24,2/19/24
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,4/9/23,4/20/23
68BB45C6-7D13-75D5-5A6A-BC3B224EEB4B,5/9/23,5/20/23
6A17AA14-2B71-53C6-E414-1C60A686513A,10/25/22,10/27/22
6A17AA14-2B71-53C6-E414-1C60A686513A,12/25/22,12/27/22
6A17AA14-2B71-53C6-E414-1C60A686513A,4/25/23,4/30/23
6A17AA14-2B71-53C6-E414-1C60A686513A,6/25/23,6/30/23
6A17AA14-2B71-53C6-E414-1C60A686513A,7/25/23,7/30/23
6A17AA14-2B71-53C6-E414-1C60A686513A,1/25/23,1/31/23
6A17AA14-2B71-53C6-E414-1C60A686513A,5/25/23,5/31/23
6A17AA14-2B71-53C6-E414-1C60A686513A,9/25/22,10/2/22
6A17AA14-2B71-53C6-E414-1C60A686513A,11/25/22,12/3/22
6A17AA14-2B71-53C6-E414-1C60A686513A,3/25/23,4/3/23
6A17AA14-2B71-53C6-E414-1C60A686513A,8/25/23,9/3/23
6A17AA14-2B71-53C6-E414-1C60A686513A,2/25/23,3/8/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,9/18/23,9/18/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,5/18/23,5/20/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,7/18/23,7/20/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,8/18/23,8/20/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,10/18/23,10/21/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,3/18/24,3/22/24
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,4/18/23,4/24/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,11/18/23,11/24/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,6/18/23,6/25/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,2/18/24,2/25/24
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,12/18/23,12/26/23
6A2CA956-5B1C-F1D5-443A-89EAFA3C33A9,1/18/24,1/27/24
6B1438DA-6A69-325A-3C63-8456B44A4C93,10/7/22,10/7/22
6B1438DA-6A69-325A-3C63-8456B44A4C93,11/7/22,11/7/22
6B1438DA-6A69-325A-3C63-8456B44A4C93,12/7/22,12/7/22
6B1438DA-6A69-325A-3C63-8456B44A4C93,1/7/23,1/7/23
6B1438DA-6A69-325A-3C63-8456B44A4C93,2/7/23,2/7/23
6B1438DA-6A69-325A-3C63-8456B44A4C93,3/7/23,3/7/23
6B1438DA-6A69-325A-3C63-8456B44A4C93,4/7/23,4/7/23
6B1438DA-6A69-325A-3C63-8456B44A4C93,5/7/23,5/7/23
6B1438DA-6A69-325A-3C63-8456B44A4C93,6/7/23,6/7/23
6B1438DA-6A69-325A-3C63-8456B44A4C93,7/7/23,7/7/23
6B1438DA-6A69-325A-3C63-8456B44A4C93,8/7/23,8/7/23
6B1438DA-6A69-325A-3C63-8456B44A4C93,9/7/23,9/7/23
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,6/28/23,6/28/23
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,1/28/24,1/30/24
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,8/28/23,9/2/23
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,9/28/23,10/4/23
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,10/28/23,11/3/23
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,7/28/23,8/4/23
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,11/28/23,12/6/23
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,12/28/23,1/6/24
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,2/28/24,3/8/24
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,4/28/24,5/7/24
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,3/28/24,4/7/24
6BC84123-9643-FA5F-2C3E-C2DC1EAE9D44,5/28/24,6/7/24
6CEBAC12-2417-D6E8-C993-A1C2649164DA,1/30/23,1/30/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,2/28/23,2/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,3/28/23,3/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,4/28/23,4/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,5/28/23,5/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,6/28/23,6/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,7/28/23,7/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,8/28/23,8/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,9/28/23,9/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,10/28/23,10/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,11/28/23,11/28/23
6CEBAC12-2417-D6E8-C993-A1C2649164DA,12/28/23,12/28/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,1/8/23,1/10/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,3/8/23,3/10/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,10/8/23,10/10/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,11/8/23,11/10/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,9/8/23,9/12/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,12/8/23,12/12/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,2/8/23,2/13/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,5/8/23,5/13/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,4/8/23,4/14/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,8/8/23,8/16/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,6/8/23,6/17/23
6CF6B12D-C290-344F-B94D-CFA621CAE28A,7/8/23,7/17/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,3/25/23,3/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,4/25/23,4/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,5/25/23,5/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,6/25/23,6/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,7/25/23,7/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,8/25/23,8/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,9/25/23,9/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,10/25/23,10/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,11/25/23,11/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,12/25/23,12/25/23
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,1/25/24,1/25/24
6D1AB4D4-D638-B4E3-9BAC-7CC6C49EC4AA,2/25/24,2/25/24
6D6BC48E-3332-232C-5440-DC65DCE58B6A,1/11/23,1/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,2/11/23,2/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,3/11/23,3/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,4/11/23,4/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,5/11/23,5/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,6/11/23,6/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,7/11/23,7/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,8/11/23,8/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,9/11/23,9/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,10/11/23,10/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,11/11/23,11/11/23
6D6BC48E-3332-232C-5440-DC65DCE58B6A,12/11/23,12/11/23
6E9D4ABE-9CB3-1307-5927-86176137D804,1/10/23,1/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,2/10/23,2/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,3/10/23,3/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,4/10/23,4/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,5/10/23,5/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,6/10/23,6/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,7/10/23,7/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,8/10/23,8/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,9/10/23,9/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,10/10/23,10/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,11/10/23,11/10/23
6E9D4ABE-9CB3-1307-5927-86176137D804,12/10/23,12/10/23
6EA97F47-B2BA-349D-838C-B9C74D7D8266,8/2/23,8/14/23
6EA97F47-B2BA-349D-838C-B9C74D7D8266,1/2/24,1/14/24
6EA97F47-B2BA-349D-838C-B9C74D7D8266,3/2/24,3/14/24
6EA97F47-B2BA-349D-838C-B9C74D7D8266,5/2/24,5/16/24
6EA97F47-B2BA-349D-838C-B9C74D7D8266,6/2/23,6/17/23
6EA97F47-B2BA-349D-838C-B9C74D7D8266,9/2/23,9/17/23
6EA97F47-B2BA-349D-838C-B9C74D7D8266,10/2/23,10/19/23
6EA97F47-B2BA-349D-838C-B9C74D7D8266,11/2/23,11/19/23
6EA97F47-B2BA-349D-838C-B9C74D7D8266,2/2/24,2/20/24
6EA97F47-B2BA-349D-838C-B9C74D7D8266,4/2/24,4/20/24
6EA97F47-B2BA-349D-838C-B9C74D7D8266,12/2/23,12/21/23
6EA97F47-B2BA-349D-838C-B9C74D7D8266,7/2/23,7/22/23
70772708-70BB-0A63-A54E-AC42C7F798E3,12/3/22,12/5/22
70772708-70BB-0A63-A54E-AC42C7F798E3,5/3/23,5/5/23
70772708-70BB-0A63-A54E-AC42C7F798E3,4/3/23,4/7/23
70772708-70BB-0A63-A54E-AC42C7F798E3,9/3/22,9/8/22
70772708-70BB-0A63-A54E-AC42C7F798E3,7/3/23,7/8/23
70772708-70BB-0A63-A54E-AC42C7F798E3,6/3/23,6/9/23
70772708-70BB-0A63-A54E-AC42C7F798E3,11/3/22,11/10/22
70772708-70BB-0A63-A54E-AC42C7F798E3,2/3/23,2/11/23
70772708-70BB-0A63-A54E-AC42C7F798E3,1/3/23,1/12/23
70772708-70BB-0A63-A54E-AC42C7F798E3,10/3/22,10/13/22
70772708-70BB-0A63-A54E-AC42C7F798E3,3/3/23,3/14/23
70772708-70BB-0A63-A54E-AC42C7F798E3,8/3/23,8/14/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,4/4/23,4/6/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,7/4/23,7/6/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,2/4/23,2/8/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,9/4/23,9/10/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,12/4/23,12/10/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,8/4/23,8/11/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,10/4/23,10/11/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,1/4/24,1/11/24
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,6/4/23,6/13/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,3/4/23,3/14/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,5/4/23,5/14/23
7100BE8C-CC7A-F4FD-ADBE-875ED7E9D412,11/4/23,11/15/23
73615783-ABE8-9BBD-553B-31114A0969B3,11/26/22,11/28/22
73615783-ABE8-9BBD-553B-31114A0969B3,1/26/23,1/29/23
73615783-ABE8-9BBD-553B-31114A0969B3,4/26/23,4/29/23
73615783-ABE8-9BBD-553B-31114A0969B3,10/26/22,10/30/22
73615783-ABE8-9BBD-553B-31114A0969B3,12/26/22,12/31/22
73615783-ABE8-9BBD-553B-31114A0969B3,3/26/23,3/31/23
73615783-ABE8-9BBD-553B-31114A0969B3,8/26/23,8/31/23
73615783-ABE8-9BBD-553B-31114A0969B3,5/26/23,6/2/23
73615783-ABE8-9BBD-553B-31114A0969B3,6/26/23,7/3/23
73615783-ABE8-9BBD-553B-31114A0969B3,9/26/23,10/3/23
73615783-ABE8-9BBD-553B-31114A0969B3,2/26/23,3/7/23
73615783-ABE8-9BBD-553B-31114A0969B3,7/26/23,8/6/23
73F44F45-CD37-C619-36BC-E49D8C145C5A,9/2/22,9/2/22
73F44F45-CD37-C619-36BC-E49D8C145C5A,10/2/22,10/2/22
73F44F45-CD37-C619-36BC-E49D8C145C5A,11/2/22,11/2/22
73F44F45-CD37-C619-36BC-E49D8C145C5A,12/2/22,12/2/22
73F44F45-CD37-C619-36BC-E49D8C145C5A,1/2/23,1/2/23
73F44F45-CD37-C619-36BC-E49D8C145C5A,2/2/23,2/2/23
73F44F45-CD37-C619-36BC-E49D8C145C5A,3/2/23,3/2/23
73F44F45-CD37-C619-36BC-E49D8C145C5A,4/2/23,4/2/23
73F44F45-CD37-C619-36BC-E49D8C145C5A,5/2/23,5/2/23
73F44F45-CD37-C619-36BC-E49D8C145C5A,6/2/23,6/2/23
73F44F45-CD37-C619-36BC-E49D8C145C5A,7/2/23,7/2/23
73F44F45-CD37-C619-36BC-E49D8C145C5A,8/2/23,8/2/23
74734741-B619-9B58-A336-1B072143613F,9/3/23,9/5/23
74734741-B619-9B58-A336-1B072143613F,12/3/23,12/7/23
74734741-B619-9B58-A336-1B072143613F,5/3/23,5/8/23
74734741-B619-9B58-A336-1B072143613F,2/3/24,2/9/24
74734741-B619-9B58-A336-1B072143613F,6/3/23,6/10/23
74734741-B619-9B58-A336-1B072143613F,10/3/23,10/10/23
74734741-B619-9B58-A336-1B072143613F,7/3/23,7/11/23
74734741-B619-9B58-A336-1B072143613F,11/3/23,11/11/23
74734741-B619-9B58-A336-1B072143613F,1/3/24,1/12/24
74734741-B619-9B58-A336-1B072143613F,8/3/23,8/13/23
74734741-B619-9B58-A336-1B072143613F,3/3/24,3/13/24
74734741-B619-9B58-A336-1B072143613F,4/3/23,4/14/23
758DD7EE-357C-5B51-2363-4739C9A54583,4/23/23,4/29/23
758DD7EE-357C-5B51-2363-4739C9A54583,7/23/23,7/29/23
758DD7EE-357C-5B51-2363-4739C9A54583,11/23/23,11/30/23
758DD7EE-357C-5B51-2363-4739C9A54583,8/23/23,9/1/23
758DD7EE-357C-5B51-2363-4739C9A54583,9/23/23,10/2/23
758DD7EE-357C-5B51-2363-4739C9A54583,10/23/23,11/2/23
758DD7EE-357C-5B51-2363-4739C9A54583,1/23/23,2/4/23
758DD7EE-357C-5B51-2363-4739C9A54583,12/23/23,1/4/24
758DD7EE-357C-5B51-2363-4739C9A54583,3/23/23,4/5/23
758DD7EE-357C-5B51-2363-4739C9A54583,2/23/23,3/9/23
758DD7EE-357C-5B51-2363-4739C9A54583,6/23/23,7/7/23
758DD7EE-357C-5B51-2363-4739C9A54583,5/23/23,6/7/23
76209C82-38AD-A0DE-47CE-E9694C409173,2/23/23,2/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,3/23/23,3/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,4/23/23,4/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,5/23/23,5/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,6/23/23,6/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,7/23/23,7/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,8/23/23,8/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,9/23/23,9/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,10/23/23,10/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,11/23/23,11/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,12/23/23,12/23/23
76209C82-38AD-A0DE-47CE-E9694C409173,1/23/24,1/23/24
77A54B86-3FF4-8273-DAEC-D25B0831282E,12/25/23,12/27/23
77A54B86-3FF4-8273-DAEC-D25B0831282E,3/25/24,3/27/24
77A54B86-3FF4-8273-DAEC-D25B0831282E,4/25/24,4/28/24
77A54B86-3FF4-8273-DAEC-D25B0831282E,6/25/23,7/1/23
77A54B86-3FF4-8273-DAEC-D25B0831282E,8/25/23,8/31/23
77A54B86-3FF4-8273-DAEC-D25B0831282E,11/25/23,12/1/23
77A54B86-3FF4-8273-DAEC-D25B0831282E,5/25/24,6/1/24
77A54B86-3FF4-8273-DAEC-D25B0831282E,9/25/23,10/3/23
77A54B86-3FF4-8273-DAEC-D25B0831282E,10/25/23,11/4/23
77A54B86-3FF4-8273-DAEC-D25B0831282E,7/25/23,8/5/23
77A54B86-3FF4-8273-DAEC-D25B0831282E,1/25/24,2/5/24
77A54B86-3FF4-8273-DAEC-D25B0831282E,2/25/24,3/7/24
78E453D1-7545-8A56-56F1-18C613D0326C,2/24/23,2/26/23
78E453D1-7545-8A56-56F1-18C613D0326C,4/24/23,4/26/23
78E453D1-7545-8A56-56F1-18C613D0326C,7/24/23,7/26/23
78E453D1-7545-8A56-56F1-18C613D0326C,12/24/22,12/27/22
78E453D1-7545-8A56-56F1-18C613D0326C,9/24/22,9/29/22
78E453D1-7545-8A56-56F1-18C613D0326C,10/24/22,10/29/22
78E453D1-7545-8A56-56F1-18C613D0326C,11/24/22,11/29/22
78E453D1-7545-8A56-56F1-18C613D0326C,1/24/23,1/29/23
78E453D1-7545-8A56-56F1-18C613D0326C,3/24/23,3/31/23
78E453D1-7545-8A56-56F1-18C613D0326C,6/24/23,7/1/23
78E453D1-7545-8A56-56F1-18C613D0326C,8/24/23,8/31/23
78E453D1-7545-8A56-56F1-18C613D0326C,5/24/23,6/4/23
7AF04BED-918C-5914-3AEE-FB609DD89F32,11/29/23,11/29/23
7AF04BED-918C-5914-3AEE-FB609DD89F32,1/29/24,1/29/24
7AF04BED-918C-5914-3AEE-FB609DD89F32,2/29/24,2/29/24
7AF04BED-918C-5914-3AEE-FB609DD89F32,4/29/24,4/29/24
7AF04BED-918C-5914-3AEE-FB609DD89F32,10/29/23,10/31/23
7AF04BED-918C-5914-3AEE-FB609DD89F32,12/29/23,12/31/23
7AF04BED-918C-5914-3AEE-FB609DD89F32,5/29/24,6/2/24
7AF04BED-918C-5914-3AEE-FB609DD89F32,7/29/24,8/4/24
7AF04BED-918C-5914-3AEE-FB609DD89F32,9/29/23,10/7/23
7AF04BED-918C-5914-3AEE-FB609DD89F32,3/29/24,4/7/24
7AF04BED-918C-5914-3AEE-FB609DD89F32,8/29/23,9/8/23
7AF04BED-918C-5914-3AEE-FB609DD89F32,6/29/24,7/9/24
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,6/8/23,6/10/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,2/8/23,2/11/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,8/8/23,8/12/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,11/8/23,11/14/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,12/8/23,12/14/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,10/8/23,10/15/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,1/8/24,1/15/24
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,9/8/23,9/17/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,3/8/23,3/18/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,5/8/23,5/18/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,4/8/23,4/19/23
7BA23E0A-CCFC-92AE-C654-4F568E2ABD38,7/8/23,7/19/23
7DC5B8D5-635E-3E72-C736-2E45EAF73719,11/11/23,11/13/23
7DC5B8D5-635E-3E72-C736-2E45EAF73719,5/11/24,5/13/24
7DC5B8D5-635E-3E72-C736-2E45EAF73719,3/11/24,3/14/24
7DC5B8D5-635E-3E72-C736-2E45EAF73719,6/11/24,6/15/24
7DC5B8D5-635E-3E72-C736-2E45EAF73719,8/11/23,8/17/23
7DC5B8D5-635E-3E72-C736-2E45EAF73719,1/11/24,1/17/24
7DC5B8D5-635E-3E72-C736-2E45EAF73719,7/11/24,7/17/24
7DC5B8D5-635E-3E72-C736-2E45EAF73719,4/11/24,4/18/24
7DC5B8D5-635E-3E72-C736-2E45EAF73719,9/11/23,9/19/23
7DC5B8D5-635E-3E72-C736-2E45EAF73719,10/11/23,10/22/23
7DC5B8D5-635E-3E72-C736-2E45EAF73719,12/11/23,12/22/23
7DC5B8D5-635E-3E72-C736-2E45EAF73719,2/11/24,2/22/24
7E028C92-87AA-3291-16D2-A8DD6E92A494,4/3/23,4/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,5/3/23,5/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,6/3/23,6/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,7/3/23,7/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,8/3/23,8/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,9/3/23,9/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,10/3/23,10/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,11/3/23,11/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,12/3/23,12/3/23
7E028C92-87AA-3291-16D2-A8DD6E92A494,1/3/24,1/3/24
7E028C92-87AA-3291-16D2-A8DD6E92A494,2/3/24,2/3/24
7E028C92-87AA-3291-16D2-A8DD6E92A494,3/3/24,3/3/24
7EDA514D-E4E3-CDDD-F228-8082BC72611D,11/8/22,11/8/22
7EDA514D-E4E3-CDDD-F228-8082BC72611D,12/8/22,12/8/22
7EDA514D-E4E3-CDDD-F228-8082BC72611D,1/8/23,1/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,2/8/23,2/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,3/8/23,3/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,4/8/23,4/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,5/8/23,5/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,6/8/23,6/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,7/8/23,7/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,8/8/23,8/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,9/8/23,9/8/23
7EDA514D-E4E3-CDDD-F228-8082BC72611D,10/8/23,10/8/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,5/14/23,5/14/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,6/14/23,6/14/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,7/14/23,7/14/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,8/14/23,8/14/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,9/14/23,9/14/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,10/14/23,10/14/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,11/14/23,11/14/23
80F8A909-6CB2-521C-682C-9B4AB8FCA2BC,12/14/23,12/14/23
